Elead ID,City,State,Zip,Bought Veh,Bought Veh Model,Bought Veh Trim,Bought Veh Price,Sale Date,Stock#,Vin#
7097841,SKIPPACK,PA,19474,Mercedes-Benz,GL-Class,GL550 4dr All-wheel Drive 4MATIC,54601,3/5/11,11240,4JGBF86EX8A347507
7097823,MONTGOMERY,AL,36111,Mercedes-Benz,S-Class,S600 4dr Sedan,39001,3/7/11,11193B,WDBNG76J76A477004
7097825,WHITE,GA,30184,Porsche,Cayenne,,38100,3/7/11,11219,WP1AB29P48LA50614
7097828,MIAMI,FL,33126,Porsche,Cayenne,,51401,3/7/11,11039,WP1AC29P08LA91108
7097832,NEWARK,DE,19711,Land Rover,Range Rover,HSE 4dr All-wheel Drive,30401,3/7/11,11095,SALME15467A244995
7097826,MOUNTAIN BRK,AL,35213,Mercedes-Benz,S-Class,S63 AMG 4dr Sedan,70900,3/9/11,11238,WDDNG77X08A175020
7097827,SAVANNAH,GA,31410,Land Rover,Range Rover Sport,Supercharged 4dr All-wheel Drive,41101,3/9/11,11204A,SALSH23458A131452
7097838,FAIRVIEW,PA,16415,Mercedes-Benz,SL-Class,SL550 2dr Roadster,77501,3/9/11,11261,WDBSK71F39F152622
7097829,BUFORD,GA,30519,Porsche,Cayman,Base 2dr Rear-wheel Drive Coupe,35501,3/10/11,11232,WP0AA29828U761560
7097834,WENTZVILLE,MO,63385,BMW,535,i 4dr Rear-wheel Drive Sedan,31101,3/12/11,11127,WBANW13568CZ74347
7097835,CORTLANDT MANOR,NY,10567,Mercedes-Benz,C-Class,C63 AMG 4dr Sedan,53900,3/12/11,11213,WDDGF77X69F198155
7097845,SNOHOMISH,WA,98296,Porsche,Cayenne,,54000,3/12/11,11068,WP1AC29P46LA92470
7097837,HIRAM,GA,30141,BMW,750,Li 4dr Rear-wheel Drive Sedan,67900,3/14/11,11208,WBAKB83519CY60376
7097844,AVENTURA,FL,33180,BMW,X5,xDrive35d 4dr All-wheel Drive Sports Activity Vehicle,55101,3/16/11,11212,5UXZW0C56BL371743
7097840,DECATUR,GA,30034,BMW,330,Ci 2dr Rear-wheel Drive Convertible,15400,3/17/11,11159,WBABW53414PL47365
7097843,ANTIOCH,TN,37013,BMW,550,i 4dr Rear-wheel Drive Sedan,31501,3/17/11,11126,WBANW53558CT54628
7097855,Feb-49,RI,0,BMW,550 Gran Turismo,i 4dr Rear-wheel Drive Hatchback,56401,3/17/11,11141,WBASN4C56AC208924
7097869,AUSTIN,TX,78703,Mercedes-Benz,SL-Class,SL63 AMG 2dr Roadster,83601,3/17/11,11176,WDBSK70F99F150990
7097846,VENICE,FL,34293,BMW,X5,xDrive48i 4dr All-wheel Drive Sports Activity Vehicle,46351,3/21/11,11148,5UXFE83589L169873
7097847,MARIETTA,GA,30062,Mercedes-Benz,C-Class,C63 AMG 4dr Sedan,48800,3/21/11,11222,WDDGF77X89F229342
7097848,MOBILE,AL,36693,Mercedes-Benz,S-Class,S550 4dr Sedan,44900,3/21/11,11175,WDDNG71X47A090172
7097849,COLUMBIA,SC,29201,BMW,335,i 2dr Rear-wheel Drive Convertible,48901,3/21/11,11220,WBAWL7C56AP475000
7097850,FAIRFAX,VA,22030,Lexus,ES 350,Base 4dr Sedan,22101,3/21/11,11264C,JTHBJ46GX82252726
7097854,ATLANTA,GA,30313,Mercedes-Benz,E-Class,E550 4dr Rear-wheel Drive Sedan,30900,3/21/11,11046,WDBUF72XX8B238701
7097856,MIDVALE,UT,84047,Mercedes-Benz,SL-Class,SL55 AMG 2dr Roadster,61101,3/21/11,11090A,WDBSK72F37F131443
7097857,WABASH,IN,46992,Mercedes-Benz,SL-Class,SL550 2dr Roadster,68900,3/21/11,11166,WDBSK71F09F148432
7097859,MCDONOUGH,GA,30252,BMW,330,i 4dr Rear-wheel Drive Sedan,12685,3/22/11,11262,WBAEV53443KM04461
7097858,MILTON,GA,30004,Porsche,911,Turbo S 2dr All-wheel Drive Cabriolet,45900,3/23/11,11147A,WP0CA29905S755264
7097860,COLUMBUS,GA,31907,INFINITI,QX56,Base 4dr 4x2,19801,3/23/11,11268,5N3AA08A25N802822
7097861,COLLEGE GROVE,TN,37046,Chevrolet,Corvette,Z06 Hardtop 2dr Coupe,20586,3/24/11,11254A,1G1YY12S615128174
7097862,BOSSIER CITY,LA,71111,BMW,M3,Base 2dr Rear-wheel Drive Coupe,52151,3/25/11,11112,WBSWD93579PY43197
7097865,ALPHARETTA,GA,30022,BMW,650,i 2dr Rear-wheel Drive Coupe,38501,3/25/11,11053,WBAEH13597CR53422
7097871,LONDONDERRY,NH,3053,BMW,M6,Base 2dr Rear-wheel Drive Convertible,58501,3/25/11,11026,WBSEK93528CY79631
7092715,ATLANTA,GA,30327,BMW,750,Li 4dr Rear-wheel Drive Sedan,80500,3/26/11,11260,WBAKB8C54BCY65691
7097863,LUTHERVILLE,MD,21093,Mercedes-Benz,SL-Class,SL550 2dr Roadster,73101,3/26/11,11047,WDBSK71F29F152191
7097864,MOULTRIE,GA,31768,Toyota,Sequoia,,47500,3/26/11,11224A,5TDYY5G13AS025058
7097867,BROOKLYN,NY,11214,BMW,X5,3.0si 4dr All-wheel Drive,32451,3/26/11,11105,5UXFE43537L010751
7097866,HOPEWELL JUNCTION,NY,12533,Dodge,Challenger,SRT8 2dr Coupe,39500,3/28/11,11208A,2B3LJ74W78H301455
7097868,AURORA,ON,0,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive 4MATIC,38101,3/28/11,11273,4JGBB86E49A448667
7097878,BRIGHTON,MI,48114,Chevrolet,Corvette,,50601,3/31/11,11202,1G1YY26E485110910
7097873,FITZPATRICK,AL,36029,Mercedes-Benz,S-Class,S550 4dr Sedan,46601,4/1/11,11192,WDDNG71X68A194244
7097879,ATLANTA,GA,30305,Mercedes-Benz,CLK-Class,CLK500 2dr Coupe,14101,4/1/11,11175A,WDBTJ75J85F150638
7097875,BRENTWOOD,TN,37027,BMW,M5,Base 4dr Rear-wheel Drive Sedan,46901,4/2/11,11096,WBSNB93518CX09504
7097877,RINCON,GA,31326,Mercedes-Benz,S-Class,S550 4dr All-wheel Drive 4MATIC Sedan,48401,4/2/11,11178,WDDNG86X18A190018
7097883,FORT WAYNE,IN,46845,Mazda,Mazdaspeed3,,13551,4/4/11,11213A,JM1BK34L281799827
7097895,WEST ORANGE,NJ,7052,BMW,750,,44701,4/4/11,11280,WBAHL83508DT13325
7097882,SAINT AUGUSTINE,FL,32092,BMW,X5,3.0si 4dr All-wheel Drive,32601,4/5/11,11157,5UXFE435X7L017986
7097887,ALPHARETTA,GA,30004,Mercedes-Benz,CLK-Class,CLK550 2dr Convertible,38501,4/6/11,11272,WDBTK72F88T094767
7097888,LOOKOUT MOUNTAIN,TN,37350,Mercedes-Benz,S-Class,S550 4dr Sedan,75501,4/6/11,11075,WDDNG71X29A248429
7097884,CARDIFF BY THE SEA,CA,92007,Mercedes-Benz,CL-Class,CL600 2dr Coupe,69101,4/7/11,11233,WDDEJ76X07A004723
7097889,STONE MOUNTAIN,GA,30087,GMC,Yukon XL 1500,,27568,4/7/11,11269,1GKFC16078R247820
7097891,MOBILE,AL,36618,Volkswagen,Touareg,V8 4dr All-wheel Drive,14401,4/7/11,11147B,WVGCM67L14D015878
7097886,POWDER SPRINGS,GA,30127,Audi,A4,,9301,4/8/11,11046A,WAULC68E34A143268
7097890,FAYETTEVILLE,GA,30215,Mercedes-Benz,CLK-Class,CLK430 2dr Convertible,14902,4/8/11,11272A,WDBLK70G32T128794
7097898,SALEM,VA,24153,BMW,M3,Base 2dr Rear-wheel Drive Coupe,42900,4/8/11,11285,WBSWD93598PY39277
7097899,SOUTH PITTSBURG,TN,37380,Mercedes-Benz,C-Class,,28900,4/8/11,11251,WDDGF81X49F245214
7096818,TAYLORS,SC,29687,Maserati,Coupe,,27000,4/8/11,11191,ZAMBC38A330009144
7097893,POWDER SPRINGS,GA,30127,Mercedes-Benz,S-Class,S550 4dr Sedan,38101,4/9/11,11075A,WDDNG71X57A012872
7097892,BROOKHAVEN,GA,30319,BMW,335,i 2dr Rear-wheel Drive Coupe,44500,4/12/11,11263,WBAKG7C58BE263764
7097903,SALEM,VA,24153,Porsche,Cayman S,,40101,4/12/11,11036,WP0AB29838U780955
7097894,ALPHARETTA,GA,30005,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive 4MATIC,45401,4/13/11,11235,4JGBB8GB3AA557727
7097896,ROSWELL,GA,30075,GMC,Yukon,Denali All-wheel Drive,28501,4/13/11,11224E,1GKFK63837J380551
7097925,MCDONOUGH,GA,30253,BMW,550 Gran Turismo,i 4dr Rear-wheel Drive Hatchback,57900,4/13/11,11287,WBASN4C52AC209195
7097904,EDEN PRAIRIE,MN,55346,Mercedes-Benz,M-Class,,32501,4/14/11,11244,4JGBB86E68A350285
7097900,MARIETTA,GA,30067,BMW,Z4,sDrive35i 2dr Rear-wheel Drive Roadster,46900,4/15/11,11231,WBALM7C53AE382155
7097901,GADSDEN,AL,35901,Mercedes-Benz,R-Class,R350 4dr All-wheel Drive 4MATIC,31001,4/16/11,11215,4JGCB65E68A077505
7097902,ATLANTA,GA,30350,Mazda,Mazdaspeed3,,17601,4/18/11,11254B,JM1BK34L481108569
7097905,BAYSIDE,NY,11361,BMW,528,i 4dr Rear-wheel Drive Sedan,32501,4/18/11,11299,WBANU53538CT12755
7097915,PEARLAND,TX,77584,Maserati,Quattroporte,,65900,4/18/11,11221,ZAMFE39A880033490
7097910,KENNER,LA,70065,Mercedes-Benz,SL-Class,SL550 2dr Roadster,72501,4/19/11,10982,WDBSK71F29F149341
7097912,OLDSMAR,FL,34677,Mercedes-Benz,R-Class,R350 4dr All-wheel Drive 4MATIC,29101,4/19/11,11249,4JGCB65E88A073133
7097906,O FALLON,MO,63366,BMW,M6,Base 2dr Rear-wheel Drive Convertible,54401,4/21/11,11283,WBSEK93578CY79902
7097907,GREENVILLE,SC,29605,BMW,X5,4.8i 4dr All-wheel Drive,33900,4/21/11,11122,4USFE83527LY63757
7097908,WOODSTOCK,GA,30188,Mercedes-Benz,CLS-Class,CLS500 4dr Sedan,26300,4/21/11,11293,WDDDJ75X36A024539
7097922,ATLANTA,GA,30307,BMW,328,,23601,4/21/11,11121,WBAWB33538P134482
7093179,ATLANTA,GA,30311,BMW,650,i 2dr Rear-wheel Drive Convertible,40101,4/22/11,11164A,WBAEK13557CN81191
7097913,MARIETTA,GA,30062,BMW,X5,4.8i 4dr All-wheel Drive,39501,4/23/11,11313,5UXFE83508L166867
7097914,ATLANTA,GA,30316,Mercedes-Benz,CL-Class,CL63 AMG 2dr Coupe,88000,4/25/11,11114A,WDDEJ77X79A020726
7097918,ATLANTA,GA,30339,BMW,650,i 2dr Rear-wheel Drive Coupe,41001,4/25/11,11270,WBAEA53578CV91734
7097917,WILSON,NC,27896,Mercedes-Benz,CLS-Class,CLS550 4dr Sedan,58501,4/26/11,10910,WDDDJ7CB2AA160001
7097926,SAINT LOUIS,MO,63130,BMW,M5,Base 4dr Rear-wheel Drive Sedan,47500,4/27/11,11231A,WBSNB93568CX09014
7097919,MARIETTA,GA,30064,Acura,MDX,3.5L w/Touring/RES/Navigation (A5) 4dr 4x4,3101,4/28/11,11215A,2HNYD18943H552806
7097921,MARIETTA,GA,30068,Jaguar,XJ8,,4035,4/29/11,11218,SAJDA14C4YLF10021
7097920,CANTON,GA,30114,Porsche,911,Carrera 2dr Cabriolet,30900,4/30/11,11323,WP0CA29942S651243
7097923,SMYRNA,GA,30082,Mercedes-Benz,S-Class,S550 4dr Sedan,38400,4/30/11,11321,WDDNG71X37A076067
7097929,MCDONOUGH,GA,30253,Lexus,GX 470,Base 4dr All-wheel Drive,30869,5/4/11,10982A,JTJBT20X260115648
7097953,HAMMOND,LA,70403,Mercedes-Benz,S-Class,S63 AMG 4dr Sedan,81000,5/4/11,11309,WDDNG77X59A270870
7097940,WALDORF,MD,20603,BMW,650,i 2dr Rear-wheel Drive Convertible,45401,5/5/11,11026A,WBAEK13507CN72558
7097943,IOWA CITY,IA,52246,Jeep,Grand Cherokee,Limited 4dr 4x4,36701,5/5/11,11287A,1J4RR5GT0BC519281
7097931,LITHIA SPRINGS,GA,30122,Mercedes-Benz,CLS-Class,CLS55 AMG 4dr Sedan,36101,5/6/11,11317,WDDDJ76X16A046179
7097935,NAPLES,FL,34110,Mercedes-Benz,E-Class,E350 4dr Rear-wheel Drive Sedan,47101,5/6/11,11322,WDDHF5GB7AA190628
7097937,DALLAS,TX,75205,Land Rover,Discovery,,13601,5/6/11,11320,SALTW19454A863151
7097934,MOUNTAIN BRK,AL,35223,Mercedes-Benz,S-Class,S320 4dr Sedan,11900,5/7/11,10910A,WDBGA32G5XA421464
7097939,LA PLACE,LA,70068,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive 4MATIC,37501,5/9/11,11155,4JGBB86E49A489963
7097941,SARASOTA,FL,34241,BMW,X5,xDrive50i 4dr All-wheel Drive Sports Activity Vehicle,62900,5/9/11,11329,5UXZV8C53BLL67604
7097936,POWDER SPRINGS,GA,30127,Mercedes-Benz,SLK-Class,SLK350 2dr Roadster,40401,5/10/11,11275,WDBWK58F99F193719
7097948,DURHAM,NC,27713,Mercedes-Benz,S-Class,S550 4dr Sedan,61201,5/11/11,11216,WDDNG71X79A257885
7097942,TUCSON,AZ,85745,Mercedes-Benz,M-Class,ML550 4dr 4x4 4MATIC,37501,5/12/11,11236,4JGBB72EX8A305236
7097949,LITTLE ROCK,AR,72205,BMW,X5,4.8i 4dr All-wheel Drive,35601,5/12/11,11282,5UXFE83538LZ36480
7097946,NASHVILLE,TN,37203,BMW,335,i 2dr Rear-wheel Drive Convertible,34501,5/14/11,11271,WBAWL73517PX49289
7097952,MONTEREAL,QC,0,Porsche,911,,62901,5/14/11,11180,WP0BB29967S755149
7097956,COLUMBUS,OH,43206,Mercedes-Benz,S-Class,S550 4dr All-wheel Drive 4MATIC Sedan,70000,5/14/11,11162,WDDNG86X79A245377
7097947,GREENVILLE,SC,29605,Mercedes-Benz,E-Class,E350 4dr All-wheel Drive 4MATIC Sedan,33101,5/16/11,11257,WDBUF87X79B369603
7097954,MARIETTA,GA,30062,BMW,650,i 2dr Rear-wheel Drive Convertible,70557,5/19/11,11314,WBAEB5C52AC225778
7097224,SUWANEE,GA,30024,Mercedes-Benz,E-Class,E350 4dr All-wheel Drive 4MATIC Sedan,39501,5/21/11,11241,WDBUF87X08B268689
7097955,KENNESAW,GA,30152,Honda,Civic,,10901,5/21/11,11271A,1HGFA16806L076935
7097957,WOODSTOCK,GA,30189,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive 4MATIC,33101,5/21/11,11242,4JGBB86E18A360884
7097958,SYLVESTER,GA,31791,Mercedes-Benz,CLK-Class,CLK350 2dr Convertible,37501,5/21/11,11334,WDBTK56FX9T101041
7096624,DORAL,FL,33178,Mercedes-Benz,E-Class,E500 4dr Rear-wheel Drive Sedan,18907,5/21/11,11235A,WDBUF70J26A879164
7097960,SUGAR LAND,TX,77479,BMW,650,i 2dr Rear-wheel Drive Convertible,75001,5/23/11,11341,WBAEB5C54AC226222
7097963,ELK GROVE,CA,95624,Mercedes-Benz,S-Class,S550 4dr Sedan,48601,5/23/11,10990,WDDNG71X58A205914
7097961,DALLAS,GA,30132,Ford,Mustang,,12900,5/24/11,11155A,1ZVHT84N785180197
7097962,JACKSONVILLE,FL,32257,Aston Martin,V8 Vantage,Base 2dr Coupe,106600,5/25/11,11335,SCFEFBACXAGC14046
7096164,LEESBURG,GA,31763,BMW,535,xi 4dr All-wheel Drive Sedan,31384,5/25/11,11349,WBANV93568CZ67965
7097964,ACWORTH,GA,30101,Mercedes-Benz,GL-Class,GL550 4dr All-wheel Drive 4MATIC,60501,5/26/11,11327,4JGBF86E89A461071
7097965,ATLANTA,GA,30327,Audi,A6,3.0 Premium 4dr All-wheel Drive quattro Sedan,39801,5/26/11,11342,WAUSG74FX9N024962
7097970,DENVER,CO,80205,Porsche,Cayman,Base 2dr Rear-wheel Drive Coupe,33101,5/28/11,11306,WP0AA29898U760941
7097971,REDDING,CT,6896,Mercedes-Benz,CLK-Class,CLK350 2dr Convertible,34601,5/28/11,11211,WDBTK56F88F248780
7096972,QUEZON  MERO MANILA,PE,0,Land Rover,Range Rover Sport,Supercharged 4dr All-wheel Drive,82501,5/31/11,11363,SALSP2E49BA270751
7097969,SAN ANTONIO,FL,33576,Audi,A8,4.2 4dr All-wheel Drive quattro Sedan,88900,6/1/11,11352,WAUAVAFD2BN020579
7097972,LEXINGTON,SC,29072,Mercedes-Benz,SLK-Class,SLK300 2dr Roadster,35901,6/2/11,11361,WDBWK54F19F192912
7097973,RAMER,AL,36069,Mercedes-Benz,E-Class,E350 4dr Rear-wheel Drive Sedan,29401,6/3/11,11243,WDBUF56X18B332058
7097974,ATLANTA,GA,30331,Mercedes-Benz,CLK-Class,CLK350 2dr Convertible,32900,6/3/11,11375C,WDBTK56F28T099073
7097975,ATLANTA,GA,30305,Land Rover,Range Rover Sport,HSE 4dr All-wheel Drive,57801,6/4/11,11350,SALSK2D46AA227287
7097978,ENGLEWOOD,CO,80111,Audi,R8,4.2 (M6) 2dr All-wheel Drive quattro Coupe,114101,6/6/11,11311,WUAAU34229N003040
7097981,SNELLVILLE,GA,30039,Mercedes-Benz,CLS-Class,CLS550 4dr Coupe,48900,6/6/11,11245,WDDDJ72X79A149617
7097979,MABLETON,GA,30126,BMW,550,i 4dr Rear-wheel Drive Sedan,38900,6/7/11,11358,WBANW535X8CT54754
7097984,ST NICHOLAS,QC,G7A2N,Porsche,Boxster,,41601,6/7/11,11087,WP0CB29868U730110
7097986,FISHERS,IN,46037,Audi,S8,5.2 4dr All-wheel Drive quattro Sedan,78101,6/7/11,11366,WAUPN94E89N006071
7097982,ENCINITAS,CA,92023,Porsche,911,Turbo 2dr All-wheel Drive Cabriolet,49101,6/8/11,11371,WP0CB29914S676293
7097987,NORTH BAY,ON,0,BMW,M6,Base 2dr Rear-wheel Drive Convertible,67601,6/8/11,11308,WBSEK93548CY79954
7097990,HOLLAND,MI,49423,Maserati,Quattroporte,,59401,6/8/11,11356,ZAMFE39A280039351
7097993,MOUNTAIN HOME,AR,72653,Audi,Q7,3.6 Premium 4dr All-wheel Drive Sport Utility,33601,6/8/11,11355,WA1BY74L58D058456
7097983,DAKAR SENEGAL WEST,WA,0,Mercedes-Benz,GL-Class,GL450 4dr All-wheel Drive 4MATIC,34601,6/9/11,11229,4JGBF71E98A338217
7097996,FAYETTEVILLE,NC,28314,Mercedes-Benz,C-Class,,33501,6/9/11,11357,WDDGF5EBXBA460645
7097998,PLANO,TX,75074,Mercedes-Benz,E-Class,E350 4dr All-wheel Drive 4MATIC Sedan,28000,6/9/11,11250,WDBUF87X98B277536
7097997,SAN ANTONIO,TX,78209,Maserati,GranTurismo,Base 2dr Coupe,78500,6/10/11,11335A,ZAMGJ45A980039634
7098000,GARLAND,TX,75041,Audi,R8,5.2 (R tronic) 2dr All-wheel Drive quattro Coupe,157601,6/10/11,11315,WUAANAFG5BN000214
7097988,ATLANTA,GA,30346,Mercedes-Benz,C-Class,,38800,6/11/11,11252,WDDGF81X79F248690
7097989,MARIETTA,GA,30068,BMW,M3,Base 2dr Rear-wheel Drive Convertible,74401,6/13/11,11359,WBSDX9C58BE584770
7097994,MARIETTA,GA,30064,Mercedes-Benz,M-Class,ML350 BlueTEC 4dr All-wheel Drive 4MATIC,48641,6/14/11,11351,4JGBB2FB6AA571894
7098004,DELTA STATE NIGERIA,NE,0,Mercedes-Benz,M-Class,ML63 AMG 4dr All-wheel Drive 4MATIC,48501,6/14/11,11258,4JGBB77E28A328101
7097995,ATLANTA,GA,30309,Mercedes-Benz,M-Class,,31000,6/15/11,11234,4JGBB86E28A394767
7098005,THE WOODLANDS,TX,77354,Cadillac,CTS-V,Base 2dr Coupe,62001,6/16/11,11316,1G6DV1EP5B0129288
7098002,SENOIA,GA,30276,Mercedes-Benz,SL-Class,SL550 2dr Roadster,73501,6/17/11,11336,WDBSK71F59F156736
7098006,NEW ALBANY,OH,43054,Mercedes-Benz,E-Class,E350 4dr All-wheel Drive 4MATIC Sedan,32501,6/17/11,11170,WDBUF87X68B348949
7098007,BOISE,ID,83705,BMW,650,i 2dr Rear-wheel Drive Coupe,66901,6/18/11,11300,WBAEA5C52ACV93767
7098009,KEY WEST,FL,33040,Mercedes-Benz,E-Class,E550 4dr Rear-wheel Drive Sedan,30750,6/20/11,11214,WDBUF72X07B116170
7098013,FRANKLIN,TN,37064,Honda,Civic Hybrid,,16601,6/20/11,11297A,JHMFA36238S031727
7098008,WOODSTOCK,GA,30189,Mercedes-Benz,CLK-Class,CLK350 2dr Coupe,27101,6/21/11,11394,WDBTJ56H08F248289
7098011,MARIETTA,GA,30067,Audi,S8,5.2 4dr All-wheel Drive quattro Sedan,80800,6/22/11,11315A,WAUPN94E39N000808
7098012,ATLANTA,GA,30324,Mercedes-Benz,S-Class,S550 4dr Sedan,54501,6/23/11,11328,WDDNG71X68A164399
7098014,CRANSTON,RI,2905,BMW,335,xi 4dr All-wheel Drive Sedan,36800,6/24/11,11387,WBAVD53598A253304
7098016,KESWICK,VA,22947,Lexus,LS 460,Base 4dr All-wheel Drive Sedan,62601,6/24/11,11312,JTHCL5EF8A5008333
7098019,GROSSE POINTE,MI,48230,BMW,750,i 4dr Rear-wheel Drive Sedan,74101,6/24/11,11397,WBAKA8C5XACY36150
7098017,HOOVER,AL,35226,BMW,X5,4.8i 4dr All-wheel Drive,38401,6/25/11,11382,5UXFE83548L164054
7098020,SALT LAKE CITY,UT,84124,BMW,M5,Base 4dr Rear-wheel Drive Sedan,50601,6/29/11,11383,WBSNB93518CX10443
7098021,SALT LAKE CITY,UT,84117,Mercedes-Benz,CLK-Class,CLK550 2dr Convertible,40501,7/1/11,11405,WDBTK72F88T091609
7098023,WOODSTOCK,GA,30188,BMW,550,i 4dr Rear-wheel Drive Sedan,40000,7/5/11,11386,WBANW53528CT54411
7098024,HUNTSVILLE,AL,35801,Land Rover,Range Rover,HSE 4dr All-wheel Drive,17000,7/5/11,11370C,SALMF11473A134423
7098025,TORONTO,ON,0,Land Rover,Range Rover,Supercharged 4dr All-wheel Drive,65601,7/6/11,11367,SALMP134X9A303708
7097515,WALDEN,TN,37377,Maserati,Quattroporte,Base 4dr Sedan,85000,7/7/11,11422,ZAMFK39A690045129
7098027,DOUGLASVILLE,GA,30135,Porsche,911,,67601,7/7/11,11411,WP0CB29998S776700
7098028,FREDERICKSBURG,VA,22408,Mercedes-Benz,E-Class,E350 4dr All-wheel Drive 4MATIC Sedan,31145,7/7/11,11168,WDBUF87X59B386545
7098032,ARLINGTON,MA,2474,BMW,M3,Base 2dr Rear-wheel Drive Coupe,56101,7/7/11,11365,WBSWD93539PY43889
7098029,MOORE,SC,29369,Mercedes-Benz,M-Class,ML550 4dr 4x4 4MATIC,35601,7/8/11,11253,4JGBB72E78A375938
7098033,WESTMINSTER,CA,92683,Porsche,Panamera,,94601,7/9/11,11419,WP0AB2A73BL061902
7098031,MORRISTOWN,NJ,7960,Land Rover,Range Rover,Supercharged 4dr All-wheel Drive,82601,7/11/11,11288,SALMF1E41AA311071
7098034,MARIETTA,GA,30066,Volkswagen,Passat,,4601,7/11/11,11252A,WVWMA23B1YP298231
7098037,ATLANTA,GA,30349,Mercedes-Benz,S-Class,S550 4dr All-wheel Drive 4MATIC Sedan,52000,7/11/11,11398,WDDNG86X48A172967
7098043,CHANTILLY,VA,20151,Maserati,GranTurismo,Base 2dr Coupe,78601,7/11/11,11400C,ZAMGJ45A380038060
7098036,HILLSBORO BEACH,FL,33062,Audi,Q7,4.2 Premium 4dr All-wheel Drive Sport Utility,37500,7/15/11,11319,WA1BV74L58D036479
7098039,RAEFORD,NC,28376,Ferrari,360 Modena,,94501,7/15/11,11311A,ZFFYT53A330133580
7098041,MOULTRIE,GA,31788,Nissan,Armada,,14601,7/15/11,11096A,5N1AA08B94N717878
7098040,ROGERS,AR,72756,Porsche,Cayman,S 2dr Rear-wheel Drive Coupe,57900,7/16/11,11391,WP0AB2A8XAU780131
7098044,OTTAWA,ON,0,BMW,X5,xDrive30i 4dr All-wheel Drive Sports Activity Vehicle,40400,7/16/11,11286,5UXFE43589L268072
7098045,ALCOA,TN,37701,Mercedes-Benz,E-Class,E350 4dr All-wheel Drive 4MATIC Sedan,28101,7/19/11,11247,WDBUF87XX8B273611
7098046,BIRMINGHAM,AL,35205,BMW,X5,xDrive48i 4dr All-wheel Drive Sports Activity Vehicle,49500,7/19/11,11241A,5UXFE83529L170713
7098047,SAINT CHARLES,MO,63301,BMW,750,Li xDrive 4dr All-wheel Drive Sedan,73601,7/19/11,11303,WBAKC8C55ACY68644
7098052,GRETNA,LA,70056,BMW,M5,Base 4dr Rear-wheel Drive Sedan,34800,7/19/11,11431,WBSNB93566CX06028
7098051,CINCINNATI,OH,45241,Mercedes-Benz,C-Class,,26001,7/20/11,11167,WDDGF81X69R058605
7098059,KENNESAW,GA,30152,Mercedes-Benz,SL-Class,SL63 AMG 2dr Roadster,95400,7/20/11,11423,WDBSK70F09F155981
7098048,ATLANTA,GA,30349,Maserati,Quattroporte,Base Sedan,58000,7/21/11,11442,ZAMCE39A560022009
7098049,DALLAS,GA,30132,BMW,545,i 4dr Sedan,18800,7/21/11,11386A,WBANB33574B110804
7098050,ATLANTA,GA,30324,Mercedes-Benz,R-Class,R350 4dr All-wheel Drive 4MATIC,26000,7/21/11,11259,4JGCB65E78A071647
7098057,GILROY,CA,95020,Nissan,370Z,,31101,7/21/11,11391A,JN1AZ4EH4AM500482
7098058,SAINTE-MADELEINE,QC,0,Mercedes-Benz,GL-Class,GL550 4dr All-wheel Drive 4MATIC,68101,7/21/11,11201,4JGBF8GE8AA570066
7098060,YOUNGSVILLE,LA,70592,Mercedes-Benz,M-Class,,33501,7/22/11,11437,4JGBB86EX8A433699
7098053,DULUTH,GA,30097,Audi,Q7,3.6 Premium 4dr All-wheel Drive Sport Utility,35803,7/23/11,11395,WA1BY74L98D009857
7098054,ACWORTH,GA,30102,BMW,745,Li 4dr Sedan,24500,7/23/11,11422A,WBAGN63555DS59655
7098056,LONG BEACH,NY,11561,BMW,335,i 2dr Rear-wheel Drive Convertible,36901,7/23/11,11392,WBAWL73548P178298
7098062,NANAIMO,BC,0,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive 4MATIC,34801,7/25/11,11295,4JGBB86E99A458854
7098065,ELIZABETH,NJ,7201,BMW,X5,3.0si 4dr All-wheel Drive,35601,7/26/11,11443,5UXFE43568L019929
7098067,MURFREESBORO,TN,37129,BMW,650,i 2dr Rear-wheel Drive Coupe,40351,7/27/11,11454,WBAEA53528CV91706
7098063,OAK HILL,WV,25901,BMW,335,i 2dr Rear-wheel Drive Convertible,39101,7/28/11,11381,WBAWL73518PX54655
7096585,STRATTON,VT,5360,Mercedes-Benz,S-Class,S550 4dr Sedan,58501,7/28/11,11435,WDDNG71X28A176159
7098064,KNOXVILLE,TN,37918,Aston Martin,V8 Vantage,Base 2dr Roadster,104900,7/29/11,11324,SCFBF04C19GD12137
7098069,POWDER SPRINGS,GA,30127,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,14088,7/29/11,11164B,WDBUF65J54A396803
7098072,KITCHENER,ON,0,Mercedes-Benz,E-Class,E550 2dr Cabriolet,68900,7/29/11,11430,WDDKK7CF2BF065420
7098074,SEWICKLEY,PA,15143,BMW,650,i 2dr Rear-wheel Drive Coupe,36401,7/29/11,11289,WBAEA53588CV90415
7098070,WALESKA,GA,30183,Bentley,Continental GT,Base Coupe,96900,7/30/11,11453,SCBCR63W45C027345
